ad_id,created_date,market,language,ad_format,industry_vertical,advertiser_tier,campaign_objective,policy_category,risk_level,ad_text,landing_page_claim,golden_label,human_label,llm_label,llm_confidence_score,human_confidence_score,review_time_seconds,appeal_submitted,appeal_result,bpo_team,reviewer_tenure,error_type,is_llm_correct,is_human_correct,is_human_ai_agreement,is_advertiser_over_rejection,is_policy_risk_miss,is_low_confidence_case,is_high_risk_approval_miss,recommended_action,llm_severity_score,golden_severity_score,human_severity_score,is_policy_ambiguous,is_appeal_reversed
AD03810,2024-10-17,BR,Portuguese,Shopping Ad,Finance,strategic_account,App Installs,Safe Ad,low,Book your summer getaway with flexible cancellation,Product information updated regularly,approved,approved,approved,0.92,0.911,20,True,upheld,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03811,2024-03-26,ES,Spanish,Shopping Ad,Gaming,enterprise,Conversions,Financial Product Claim,high,Compare flexible loan options in minutes,Individual results may vary,approved_limited,approved_limited,approved_limited,0.94,0.884,258,False,not_submitted,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03812,2024-09-12,UK,English,App Install Ad,Food and Beverage,enterprise,Sales,Safe Ad,low,Summer sale now on — limited time only,Offer valid while stocks last,approved_limited,approved_limited,approved_limited,0.954,0.938,20,False,not_submitted,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03813,2024-12-03,ES,Spanish,Social Feed Ad,Finance,enterprise,Sales,Misleading Claim,medium,Scientifically proven to work in just one week,Age verification required,rejected,rejected,approved,0.487,0.847,158,True,upheld,BPO_D,intermediate,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,0,3,3,False,False
AD03814,2024-10-05,FR,French,App Install Ad,Education,strategic_account,Sales,Political or Sensitive Content,medium,Register to participate in local elections,Subject to regulatory approval,approved_limited,approved_limited,approved_limited,0.872,0.84,108,True,reversed,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,True
AD03815,2024-04-17,DE,German,App Install Ad,Mobile Apps,small_business,Sales,Scam or Suspicious Offer,high,Enter your details to unlock your mystery reward,Free trial followed by monthly subscription,rejected,rejected,rejected,0.943,0.982,185,False,not_submitted,BPO_A,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03816,2024-08-07,US,English,Display Ad,Mobile Apps,strategic_account,Conversions,Misleading Claim,medium,No other solution comes close to our results,Pricing subject to change,approved_limited,rejected,approved_limited,0.877,0.497,167,False,not_submitted,BPO_A,new,none,True,False,False,False,False,False,False,flag_for_calibration,1,1,3,False,False
AD03817,2024-10-30,DE,German,Shopping Ad,Beauty,enterprise,Traffic,Landing Page Issue,high,See full terms on our website before applying,Not available in all regions,approved,rejected,approved,0.906,0.402,112,True,reversed,BPO_E,experienced,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,3,False,True
AD03818,2024-11-08,US,English,Shopping Ad,Gaming,mid_market,Brand Awareness,Health Claim,medium,Wellness supplements crafted from natural extracts,Professional advice recommended,approved,escalated,approved,0.963,0.378,134,False,not_submitted,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,0,0,2,False,False
AD03819,2024-04-19,IT,Italian,Shopping Ad,Beauty,mid_market,Brand Awareness,Scam or Suspicious Offer,high,Congratulations — you qualify for a special offer,Standard delivery times apply,rejected,rejected,rejected,0.883,0.987,197,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03820,2024-03-24,BR,Portuguese,Shopping Ad,Education,small_business,Retargeting,Safe Ad,low,Explore thousands of products at unbeatable prices,Promotional pricing for new customers only,approved_limited,approved_limited,approved_limited,0.987,0.883,36,False,not_submitted,BPO_E,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03821,2024-06-07,BR,Portuguese,Video Ad,E-commerce,enterprise,Brand Awareness,Scam or Suspicious Offer,high,Win a free gift card after completing a quick survey,Clinically inspired formula,escalated,approved,escalated,0.883,0.558,156,False,not_submitted,BPO_E,intermediate,none,True,False,False,False,False,False,False,flag_for_calibration,2,2,0,False,False
AD03822,2024-04-01,ES,Spanish,Video Ad,Mobile Apps,mid_market,Sales,Adult or Suggestive Content,medium,Premium lifestyle subscription for adult users,Rates may vary by eligibility,approved_limited,approved_limited,approved_limited,0.829,0.931,56,False,not_submitted,BPO_C,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03823,2024-09-19,DE,German,Social Feed Ad,Health and Wellness,small_business,Lead Generation,Restricted Product,high,Online pharmacy with prescription delivery service,Results depend on individual use,escalated,escalated,approved,0.636,0.931,177,False,not_submitted,BPO_C,intermediate,high_risk_approval_miss,False,True,False,False,True,False,True,escalate_to_human_review,0,2,2,False,False
AD03824,2024-08-03,FR,French,Social Feed Ad,Mobile Apps,mid_market,Traffic,Misleading Claim,low,Double your savings with our exclusive method,No purchase required,escalated,escalated,rejected,0.377,0.968,60,False,not_submitted,BPO_E,experienced,over_rejection,False,True,False,True,False,True,False,route_to_human_review,3,2,2,False,False
AD03825,2024-06-24,IT,Italian,Shopping Ad,E-commerce,small_business,Traffic,Safe Ad,low,Book your summer getaway with flexible cancellation,Terms and conditions apply,approved,approved,approved,0.92,0.962,37,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03826,2024-10-22,ES,Spanish,Shopping Ad,Retail,mid_market,App Installs,Scam or Suspicious Offer,high,You are the lucky visitor — collect your voucher,Limited availability,rejected,rejected,rejected,0.985,0.963,193,True,upheld,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03827,2024-03-19,US,English,Social Feed Ad,Health and Wellness,mid_market,Traffic,Brand Safety Risk,high,Aggregated reviews for popular consumer brands,Customer testimonials shown,approved_limited,approved_limited,approved_limited,0.944,0.982,173,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03828,2024-11-01,US,English,App Install Ad,Finance,mid_market,App Installs,Adult or Suggestive Content,high,Exclusive member content for adult subscribers,Subscription renews monthly,escalated,escalated,rejected,0.857,0.98,194,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,3,2,2,False,False
AD03829,2024-07-24,MX,Spanish,Search Ad,E-commerce,small_business,Lead Generation,Political or Sensitive Content,high,Sign the petition for transparent public spending,Check local rules before applying,approved_limited,approved_limited,approved_limited,0.94,0.924,199,True,upheld,BPO_D,experienced,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03830,2024-12-22,ES,Spanish,App Install Ad,Retail,small_business,Conversions,Misleading Claim,high,Stop wasting money — our solution pays for itself,Product information updated regularly,approved,approved,approved_limited,0.348,0.975,202,False,not_submitted,BPO_E,intermediate,over_rejection,False,True,False,True,False,True,False,route_to_human_review,1,0,0,False,False
AD03831,2024-08-06,DE,German,Search Ad,Food and Beverage,small_business,Brand Awareness,Financial Product Claim,low,Compare flexible loan options in minutes,Individual results may vary,escalated,escalated,approved,0.373,0.894,72,False,not_submitted,BPO_D,intermediate,claim_substantiation_issue,False,True,False,False,True,True,False,route_to_human_review,0,2,2,False,False
AD03832,2024-10-05,ES,Spanish,Social Feed Ad,Mobile Apps,mid_market,Brand Awareness,Political or Sensitive Content,medium,Join the conversation about fair representation,Offer valid while stocks last,rejected,rejected,approved,0.878,0.976,94,False,not_submitted,BPO_C,experienced,market_nuance_error,False,True,False,False,True,False,False,add_to_model_feedback,0,3,3,False,False
AD03833,2024-03-10,US,English,Search Ad,Travel,strategic_account,Traffic,Health Claim,high,Support your energy levels with our daily capsules,Age verification required,approved,approved,approved,0.851,0.866,149,False,not_submitted,BPO_A,experienced,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03834,2024-03-25,DE,German,Social Feed Ad,Food and Beverage,enterprise,App Installs,Misleading Claim,high,Double your savings with our exclusive method,Subject to regulatory approval,rejected,escalated,approved,0.872,0.472,198,False,not_submitted,BPO_A,intermediate,high_risk_approval_miss,False,False,False,False,True,False,True,escalate_to_human_review,0,3,2,True,False
AD03835,2024-07-22,US,English,Video Ad,Education,enterprise,Retargeting,Scam or Suspicious Offer,medium,Enter your details to unlock your mystery reward,Free trial followed by monthly subscription,rejected,rejected,rejected,0.86,0.983,73,False,not_submitted,BPO_B,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03836,2024-03-25,DE,German,Search Ad,Education,small_business,Lead Generation,Adult or Suggestive Content,medium,Dating service for singles — create your profile,Pricing subject to change,rejected,rejected,rejected,0.891,0.89,110,True,reversed,BPO_B,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,True
AD03837,2024-01-17,IT,Italian,Social Feed Ad,Mobile Apps,small_business,Sales,Political or Sensitive Content,medium,Non-profit initiative for fair public services,Not available in all regions,approved,approved,rejected,0.899,0.978,185,False,not_submitted,BPO_D,new,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,3,0,0,False,False
AD03838,2024-06-11,FR,French,Social Feed Ad,Retail,enterprise,Lead Generation,Safe Ad,low,Premium beauty bundle with customer reviews,Professional advice recommended,approved_limited,approved_limited,approved_limited,0.977,0.903,50,False,not_submitted,BPO_D,new,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03839,2024-04-06,BR,Portuguese,Search Ad,Travel,mid_market,Conversions,Scam or Suspicious Offer,high,Congratulations — you qualify for a special offer,Standard delivery times apply,rejected,rejected,approved,0.365,0.963,238,False,not_submitted,BPO_B,experienced,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review,0,3,3,False,False
AD03840,2024-08-25,US,English,Social Feed Ad,Gaming,small_business,Sales,Misleading Claim,medium,Stop wasting money — our solution pays for itself,Promotional pricing for new customers only,rejected,rejected,rejected,0.958,0.975,148,True,upheld,BPO_E,experienced,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03841,2024-07-29,IT,Italian,Search Ad,Education,mid_market,Lead Generation,Safe Ad,low,Get 20% off your first skincare order today,Clinically inspired formula,approved,approved,escalated,0.877,0.975,21,False,not_submitted,BPO_B,experienced,over_rejection,False,True,False,True,False,False,False,add_to_model_feedback,2,0,0,False,False
AD03842,2024-07-06,ES,Spanish,Search Ad,Food and Beverage,mid_market,Retargeting,Adult or Suggestive Content,medium,Premium lifestyle subscription for adult users,Rates may vary by eligibility,approved_limited,approved_limited,approved_limited,0.861,0.967,98,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03843,2024-10-30,IT,Italian,Search Ad,Retail,small_business,Brand Awareness,Scam or Suspicious Offer,high,Claim your free device — only 3 slots remaining,Results depend on individual use,approved_limited,approved_limited,approved_limited,0.957,0.878,164,False,not_submitted,BPO_C,intermediate,none,True,True,True,False,False,False,False,no_action_required,1,1,1,False,False
AD03844,2024-01-25,ES,Spanish,Social Feed Ad,Education,small_business,Sales,Safe Ad,low,Shop the new collection — fresh arrivals weekly,No purchase required,approved,approved,approved,0.869,0.954,55,False,not_submitted,BPO_C,new,none,True,True,True,False,False,False,False,no_action_required,0,0,0,False,False
AD03845,2024-10-13,MX,Spanish,Shopping Ad,Retail,mid_market,Sales,Financial Product Claim,high,Fast approval personal loans — apply today,Terms and conditions apply,approved_limited,approved_limited,approved,0.395,0.914,139,False,not_submitted,BPO_A,new,high_risk_approval_miss,False,True,False,False,True,True,True,escalate_to_human_review,0,1,1,False,False
AD03846,2024-06-24,DE,German,Social Feed Ad,Food and Beverage,small_business,Retargeting,Scam or Suspicious Offer,medium,You are the lucky visitor — collect your voucher,Limited availability,rejected,rejected,approved,0.916,0.936,173,True,upheld,BPO_B,new,market_nuance_error,False,True,False,False,True,False,False,add_to_model_feedback,0,3,3,False,False
AD03847,2024-09-11,IT,Italian,Shopping Ad,Retail,mid_market,App Installs,Restricted Product,low,Sports betting — new member welcome offer,Customer testimonials shown,rejected,rejected,rejected,0.856,0.893,49,False,not_submitted,BPO_D,intermediate,none,True,True,True,False,False,False,False,no_action_required,3,3,3,False,False
AD03848,2024-10-25,IT,Italian,Social Feed Ad,Food and Beverage,enterprise,Retargeting,Misleading Claim,high,One simple approach to improve your outcomes fast,Subscription renews monthly,rejected,rejected,escalated,0.484,0.811,186,False,not_submitted,BPO_E,experienced,market_nuance_error,False,True,False,False,True,True,False,route_to_human_review,2,3,3,False,False
